iteration,wins_X,wins_O,draws,buffer_size,value_loss,policy_loss,value_error_vs_solver,value_error_X,value_error_O,elapsed_sec
59,18,1,1,8000,0.13385927622850136,0.6235640367251168,0.4420587828963508,0.4741421890910474,0.397060027951201,4.9208784103393555
60,17,2,1,8000,0.13607284168483344,0.6220819290098619,0.4542590059455625,0.4218595965853594,0.42095100057659307,4.655736684799194
61,20,0,0,8000,0.13436848417677857,0.629896110912077,0.39419195694616815,0.4699490599571518,0.45506162112903553,3.938852071762085
62,19,0,1,8000,0.12927725296062811,0.6292684007634629,0.4485719699064537,0.450930496236633,0.42998314897837986,4.108315467834473
63,20,0,0,8000,0.13037179347546407,0.6366117934472988,0.43130039502314826,0.45063455907307526,0.40374814195067354,3.3666701316833496
64,19,0,1,8000,0.11837766687589105,0.6454619337881705,0.38139691078595545,0.42927937171542824,0.43296258636993545,4.373823881149292
65,20,0,0,8000,0.11807006734116784,0.6502406717509792,0.36864630645864227,0.48695038389948625,0.4581446771988634,3.727574348449707
66,20,0,0,8000,0.11583251681017215,0.6409757954109009,0.4202819084452974,0.41234072870738325,0.4899454891030768,3.8804643154144287
67,19,1,0,8000,0.11894768554684723,0.6623348743239944,0.3925657013931168,0.45136626750807946,0.47640332849857103,4.170858144760132
68,18,0,2,8000,0.11550592270784522,0.6524265175853258,0.4450658308226421,0.48422877946803017,0.44615312878615565,4.38344407081604
69,20,0,0,8000,0.11525945600222537,0.6525245336452983,0.42489232935354193,0.4418435307717019,0.3410302768819326,4.441931486129761
70,20,0,0,8000,0.1105063083217743,0.6674701528209191,0.4458467560153828,0.4738416573968497,0.4266272103129768,4.734762668609619
71,20,0,0,8000,0.10394998360797761,0.6799900123025349,0.4170780608288553,0.4602212897993416,0.4687299491849663,4.723724365234375
72,18,0,2,8000,0.10164838023388485,0.6679300184009553,0.41814061097663985,0.3970891805489596,0.4495022006753195,6.803697109222412
73,18,0,2,8000,0.09918662228373291,0.6808703918504136,0.4275900048204057,0.4562002567861503,0.46994310731348177,5.358069896697998
74,16,2,2,8000,0.10131664443630704,0.6813516219952636,0.44399191407443217,0.43054810060781795,0.3492612800397482,5.880512237548828
75,19,0,1,8000,0.09400374506920747,0.6868867041815379,0.40911241805207516,0.4152320590767777,0.3975487208795363,5.2654266357421875
76,19,0,1,8000,0.10270262449864802,0.702415060829629,0.4451038777812525,0.4812014457152248,0.4789274759690314,4.861629009246826
77,19,0,1,8000,0.09907905244520525,0.6929372402798596,0.4958410679738694,0.4389663147847262,0.4051260184854712,5.235351800918579
78,19,0,1,8000,0.09246033684931389,0.696572639449163,0.45953124424879394,0.4604707288150357,0.4285193971173122,5.066754102706909
79,20,0,0,8000,0.0786596350042784,0.6986972086446099,0.4087608760977521,0.452294776297805,0.4496460778547865,4.884078741073608
80,20,0,0,8000,0.07722518007149815,0.7038233530447341,0.41007569013008244,0.4066577267865247,0.4568871870729444,4.986806631088257
81,19,0,1,8000,0.07047611277605993,0.6988256879185604,0.38061764230971884,0.46711010328536745,0.4160947510699849,5.911843299865723
82,19,0,1,8000,0.0754661743511741,0.7130991233297997,0.4621315321238032,0.4460928648417699,0.46851383635881283,6.157953500747681
83,17,0,3,8000,0.06578597270597111,0.7106636216531358,0.47145423140747555,0.4082364975054405,0.4185747086607254,6.677435398101807
84,20,0,0,8000,0.07071791562377502,0.7209390817221257,0.38272043207606465,0.3799465027978348,0.4404827065119937,5.091835260391235
85,18,0,2,8000,0.06669953380171452,0.7049871389195843,0.4361149982997467,0.4723917173136833,0.46868110640858623,5.535799026489258
86,19,0,1,8000,0.06383252002637448,0.7116344751979132,0.4414271862623632,0.4339498240559684,0.36581447667444683,5.80785608291626
87,19,1,0,8000,0.06744552236737929,0.7150126493256325,0.4563533420421788,0.4331421442164763,0.4717548331094692,4.045964002609253
88,17,1,2,8000,0.07479553036374564,0.7253049389561281,0.4607874877749897,0.3898785457617647,0.4782162513530771,6.69494104385376
89,19,1,0,8000,0.06470137268799422,0.7187942078051803,0.46074116445438185,0.34051211515080687,0.36286438728744624,4.679968595504761
90,19,1,0,8000,0.06986313694144086,0.7238811543244292,0.4464402292971139,0.41078373712247734,0.3641434599394702,5.44410252571106
91,20,0,0,8000,0.06893941686441277,0.7335854260350139,0.4472852351474461,0.5108171069906633,0.45042857849811596,5.446388006210327
92,17,1,2,8000,0.06576685381601398,0.727973826213903,0.456357633177169,0.4509330165887357,0.4203729372949846,6.707557439804077
93,19,0,1,8000,0.06582149765681276,0.7250131570606244,0.465467547878067,0.5016126771245244,0.3776418171642351,6.016991853713989
94,19,0,1,8000,0.06599966040268347,0.7350416431954743,0.4284063493431055,0.4339707295354628,0.4943099245598148,5.6239495277404785
95,18,0,2,8000,0.06072324909602933,0.7235545249878171,0.4462843415713705,0.47776006801979837,0.4786099540112747,6.2916340827941895
96,20,0,0,8000,0.05994453348616563,0.7304054433076912,0.4759997507986334,0.467414861233951,0.4473684616640094,4.323077440261841
97,19,1,0,8000,0.05675080252223141,0.7360122749634145,0.42531508876540397,0.4803389171152452,0.4297301969720869,5.2195703983306885
98,20,0,0,8000,0.06466296336694209,0.7396586723655664,0.4282206744179429,0.46484999422449597,0.4687983944804875,4.593604803085327
99,20,0,0,8000,0.06145085731151125,0.7294523862549508,0.3888218624963783,0.41720687742871787,0.4727373410477532,5.2419774532318115
100,18,1,1,8000,0.06072543725004351,0.7520515392657949,0.4720703632320627,0.41811624208750464,0.4217028798711315,5.287930727005005
101,20,0,0,8000,0.06005941500777954,0.7508187035871113,0.4684138955559559,0.5375514714006924,0.48263136268781376,5.391160726547241
102,16,1,3,8000,0.05589487120834051,0.7367078112511207,0.4605395575761413,0.5152740970280006,0.43080418154057437,7.462526082992554
103,15,3,2,8000,0.05412505406010243,0.736307221524838,0.39899323632653466,0.4778715195168714,0.41040108504472206,7.314877271652222
104,17,1,2,8000,0.056260902404590134,0.7453748607309849,0.49401442938721973,0.41731973883979817,0.49142277314761107,6.680110931396484
105,16,2,2,8000,0.06542129619307786,0.7392130462569038,0.4123679628430178,0.4320153973701047,0.5489307024294524,7.237671375274658
106,20,0,0,8000,0.06115864362130108,0.7526517957995881,0.4064485577513509,0.38341071937444954,0.4586611771610662,4.988015651702881
107,20,0,0,8000,0.06509713951855572,0.7581409187540542,0.4283076220290254,0.5205093623671498,0.4255227231657338,4.962691307067871
108,19,0,1,8000,0.05138498460354241,0.7567256334538239,0.45250103683620296,0.43461660948426467,0.42726985385627053,6.379992961883545
109,18,0,2,8000,0.05990740785904974,0.7558981245455629,0.4079468376562099,0.4628934660145964,0.4090481488736509,6.180846929550171
110,20,0,0,8000,0.055274659157208146,0.7596994926729268,0.4540439625265706,0.4724328848547191,0.42416110649235567,5.019141674041748
111,17,2,1,8000,0.05287549783735239,0.7645605334107715,0.44745802105594557,0.4251107194226591,0.4600095317467745,5.3443708419799805
112,19,0,1,8000,0.05322729819502898,0.7616284818761416,0.47330724577229677,0.3780592140938702,0.4452001335138081,5.945785284042358
113,19,0,1,8000,0.05291635258947235,0.7776736029174164,0.47689072412362105,0.42356274814979533,0.42354861817127626,5.0384132862091064
114,18,0,2,8000,0.05330255018874815,0.7578380761864109,0.4409735929718012,0.5240275303423573,0.412636858205103,6.4655234813690186
115,18,1,1,8000,0.05894214734857372,0.7608447968253602,0.4127425383777697,0.496338833589797,0.4178959898757708,5.529515743255615
116,18,1,1,8000,0.057851931058659184,0.7670838293781254,0.3861114187535081,0.46395647663142914,0.3730268770531942,6.360251188278198
117,19,0,1,8000,0.0532854115430524,0.7600052196032417,0.4313775159361476,0.47875861207317355,0.49682836928910007,5.1892249584198
118,20,0,0,8000,0.055263022446868815,0.7693291222722733,0.4426822560801868,0.4167160982474692,0.39821888336383804,4.534119367599487
119,20,0,0,8000,0.05557030042886103,0.7771171279657719,0.42146433494310204,0.4006040770081192,0.48720171184638,4.321364879608154
120,19,0,1,8000,0.057801296944319555,0.755826590805807,0.39620597471934943,0.5139587643692118,0.4967434278325919,7.500401020050049
121,18,0,2,8000,0.055619461533656205,0.7570817296998447,0.3787162414723457,0.46043960585561156,0.44203119263502055,6.368328094482422
122,17,2,1,8000,0.06073294711230425,0.7507298979879655,0.39274591810602427,0.32665596208937064,0.4281235316698163,5.283567905426025
123,17,2,1,8000,0.06567623346478922,0.7596245077523981,0.43111595167975775,0.48451438848051126,0.41342588959349263,5.596452951431274
124,18,1,1,8000,0.06920747261033953,0.7692417026503441,0.4601456730254442,0.3668028885510679,0.4466217514844039,4.755730867385864
125,19,0,1,8000,0.07150862699845634,0.7526572091229979,0.4334496468822411,0.4203987843944803,0.38426693657572053,5.178250074386597
126,19,1,0,8000,0.07022953263155464,0.7672255152967773,0.4473608268350539,0.514634539868108,0.4260833117972397,4.3378520011901855
127,19,0,1,8000,0.06937616282671556,0.7615680119792952,0.42027021219883165,0.3399131404964018,0.4044881459438969,4.839142322540283
128,20,0,0,8000,0.06893871233250765,0.7635360053836063,0.39379658331686357,0.43995988521250845,0.4631111547958388,4.299032926559448
129,17,0,3,8000,0.07164816719193291,0.7713791544469251,0.4769732792072831,0.4240607086879589,0.44501212409815627,7.3233044147491455
130,20,0,0,8000,0.06720482574204609,0.7697910997132816,0.43012619942842834,0.4402879338045174,0.43395730082289813,5.15133261680603
131,19,1,0,8000,0.07204860260733462,0.7808330696878887,0.4279391846354735,0.42142281416615157,0.4634903903171466,4.787922143936157
132,20,0,0,8000,0.06710547580864437,0.7784544399016469,0.4465147639569729,0.37647528990093654,0.5689499043389047,4.596254587173462
133,20,0,0,8000,0.06802623899348104,0.7756317491001818,0.4666272317996944,0.4454137001023717,0.45582745079287645,4.489304780960083
134,17,2,1,8000,0.07235537923457469,0.7737987037320168,0.43136597429561085,0.4541861074443879,0.44572518238975245,4.683291673660278
135,18,1,1,8000,0.0667315455044608,0.7827946402151436,0.44331361182553713,0.4080967347760754,0.4256119736502629,5.542334318161011
136,20,0,0,8000,0.06915680072347377,0.7853463997222899,0.47895510859557133,0.39141514657755977,0.4081330050463716,4.660895824432373
137,19,1,0,8000,0.07099688312539569,0.7865744565724524,0.40440721686843883,0.37450551660312714,0.41835646322793635,4.654012441635132
138,19,0,1,8000,0.06938981996823898,0.7764791967834019,0.42688461719633397,0.41911638548989877,0.4413149206289602,4.458447694778442
139,19,1,0,8000,0.06700217502628564,0.7874337032383496,0.46534422412089926,0.3991738437757751,0.4312143993673606,4.683905601501465
140,17,0,3,8000,0.08247193289376469,0.7770442157607194,0.4583500030704077,0.45595620013093274,0.417372247206845,6.0892722606658936
141,17,1,2,8000,0.07395853558422134,0.7749520027379362,0.4263336184690133,0.40105352181781667,0.4377709670130828,6.749096155166626
142,18,2,0,8000,0.07591560116732002,0.7838262216650279,0.4477779343027167,0.4009237417727288,0.4460701651535638,7.561713933944702
143,18,1,1,8000,0.08098321768531924,0.7912774079692283,0.4052305124270586,0.5369276626200064,0.4348210876453708,6.746567249298096
144,18,1,1,8000,0.07577883776501432,0.784167861717708,0.4018293679019751,0.3825281893779832,0.428202809318982,6.371277570724487
145,18,2,0,8000,0.08162503517122323,0.7983342521842455,0.4127843932200193,0.4398258936212536,0.4356889087572049,5.526932954788208
146,20,0,0,8000,0.0783449667036524,0.7948061631920367,0.4003243304327521,0.4627237180905037,0.43892224273688224,4.764117240905762
147,18,1,1,8000,0.07430236641902538,0.8132694947053966,0.4257958576853957,0.40103989553388625,0.4393979519325399,5.885554790496826
148,18,0,2,8000,0.07491677931298858,0.7991602205479773,0.4748856505958768,0.43492149514748013,0.42856685850155996,6.234264373779297
149,17,3,0,8000,0.07629260213200667,0.7869407068465738,0.387853130301985,0.49343316941704096,0.4283257758874152,5.017158031463623
150,17,0,3,8000,0.07512471049804932,0.7793928518426102,0.4172808263477471,0.40805423419375436,0.3836482980843994,6.418484210968018
151,19,0,1,8000,0.0740383321369679,0.7878933129072271,0.4099177743140179,0.5113318440762045,0.42876498702826044,6.3283326625823975
152,20,0,0,8000,0.07457550293787196,0.7942900978828764,0.3997364933449394,0.3705012535766616,0.39380656488410465,5.365741014480591
153,18,1,1,8000,0.07561977482941251,0.7970660697702323,0.4100025588205295,0.43344733570691324,0.45005796972773754,6.339026689529419
154,20,0,0,8000,0.0793560860860963,0.8056367348281511,0.39052322657681987,0.42606809125800754,0.39921855858274086,5.31947922706604
155,20,0,0,8000,0.08244456884058982,0.8004171903543777,0.47558127285648977,0.42229184187260055,0.4080224138330849,3.869690179824829
156,19,0,1,8000,0.07738790343210686,0.8024119117110438,0.38722981360710695,0.4745024126419544,0.4020426840667299,5.079128980636597
157,15,3,2,8000,0.08434386772301047,0.8049302146933023,0.4606715764894197,0.4567743222975043,0.44273333040175666,4.762379884719849
158,19,0,1,8000,0.0835308521199234,0.7922856992615109,0.42874144698256317,0.4805938442743409,0.47309566032236444,5.503304481506348
159,18,1,1,8000,0.08445843443792807,0.7985104220651663,0.4379769506057506,0.3953624517142189,0.46234900521311695,4.58379864692688
160,19,0,1,8000,0.08733518077555286,0.7969562701841599,0.4612257835178166,0.4344224196108354,0.39749505814479075,5.056143045425415
161,18,0,2,8000,0.08736313379915818,0.8039366397632088,0.4641382312939879,0.4670945997710663,0.4668013674559738,5.7487921714782715
162,19,1,0,8000,0.08758747142019982,0.8038580861597499,0.4133621610491826,0.4764293992300457,0.43036284122109847,4.4853925704956055
163,18,0,2,8000,0.09177018088984455,0.8020614639431493,0.41124549981020814,0.3825708403115631,0.40185624308508866,5.24846625328064
164,19,1,0,8000,0.07934662450802829,0.8070578184023612,0.450161589216297,0.47479666063275316,0.4703496957259201,5.605466365814209
165,18,0,2,8000,0.07147707217770996,0.7953048151867558,0.41048730882708684,0.5201468054533817,0.4600041038324208,7.035330057144165
166,18,0,2,8000,0.07988645453265145,0.8002705179398953,0.42643094700476747,0.4763261263217396,0.4263924076259804,5.673323392868042
167,20,0,0,8000,0.079079895385021,0.7984480647745732,0.4354164953589292,0.5167292107830226,0.37479205383210745,5.039225816726685
168,17,1,2,8000,0.08387375011030228,0.7954568393734605,0.4356142162885168,0.409518428158546,0.5036950719715202,5.663353681564331
169,18,0,2,8000,0.07794685553245143,0.7896770455927018,0.45044917170266224,0.49186897303142085,0.49431399382950203,6.4615912437438965
170,19,0,1,8000,0.07900506705551616,0.79196202409954,0.47246678119225066,0.37017201075147493,0.3906435944379431,6.054704427719116
171,18,1,1,8000,0.08409602729242607,0.7966034717678241,0.41349130530500355,0.5245131073609024,0.4600232859319043,5.515669822692871
172,18,1,1,8000,0.0860268163175368,0.79387722500116,0.478411397855337,0.5148914913987794,0.43702384182008025,5.280025959014893
173,18,1,1,8000,0.08565610370064672,0.7902900365899791,0.3918768748896987,0.4694643055431742,0.41600578254379506,6.395224332809448
174,17,2,1,8000,0.08515783626834159,0.7875043139293217,0.41462446291978805,0.40770167289643794,0.4124555210980056,5.471725702285767
175,20,0,0,8000,0.08298018641999458,0.7967549799361,0.46841392971391316,0.3848478255632129,0.4441762219559638,4.7031450271606445
176,19,1,0,8000,0.08355839620178983,0.7940633254652267,0.5163141367143226,0.46540991210556776,0.43629560302814374,4.7094175815582275
177,17,1,2,8000,0.09266783531120507,0.7927727110548185,0.4686917446489252,0.43541045687965113,0.42677911896022125,6.257899761199951
178,20,0,0,8000,0.08304720665784779,0.8007963920903871,0.5192130886528872,0.3917177879848615,0.46663937601753874,5.378199338912964
179,20,0,0,8000,0.08836189847304665,0.8059120144985895,0.4568739490295015,0.39789296449616474,0.4616357966326307,4.725300073623657
180,19,1,0,8000,0.08826933036127751,0.80190394016915,0.4595974456978031,0.4500961727979706,0.3718458519813483,4.913459539413452
181,19,1,0,8000,0.08621221781957598,0.809506398736386,0.4024558488223289,0.42194790345286615,0.4432215460033389,4.715723752975464
182,18,1,1,8000,0.08557714577975037,0.7997714512917194,0.42781260930011417,0.39871281482081455,0.45023505495941224,5.920996189117432
183,17,0,3,8000,0.08640595852826057,0.8004954710665473,0.46095771791419926,0.4037057361845758,0.41281036559451084,6.536634922027588
184,19,0,1,8000,0.07541164885492826,0.7975311780097445,0.39177001851626647,0.45759400929389776,0.3456477362022526,5.218092441558838
185,19,0,1,8000,0.07591542681456673,0.7917064908932606,0.3874551968414587,0.4710955196665904,0.46498597944761,5.743242502212524
186,20,0,0,8000,0.08229621658477448,0.8015737921414631,0.4220492430462634,0.40175958854075433,0.42204001535427843,4.882584810256958
187,18,2,0,8000,0.08184301049051865,0.7979978856357796,0.45948195396647246,0.4187907202441181,0.3946573864117825,5.340434551239014
188,19,0,1,8000,0.07916439197100449,0.7976840314496608,0.4498620949091954,0.445131777947758,0.44890851023868067,5.831055402755737
189,20,0,0,8000,0.08371270654097278,0.8126943454880686,0.44207443463599455,0.4799344167839334,0.43082171384179685,5.132603883743286
190,19,0,1,8000,0.08158340773943688,0.8028055947062257,0.4407137470055802,0.49141019731363916,0.425307845125909,5.17938494682312
191,19,0,1,8000,0.07851543817314574,0.7990823256686451,0.4658993461068648,0.4202449838429124,0.47183874561379724,6.04836630821228
192,18,0,2,8000,0.07556184918804716,0.7934137214501309,0.3915532159592757,0.4456128789271379,0.47801242817399975,6.537487506866455
193,18,1,1,8000,0.07044328566342023,0.7927629949510357,0.3888579434821839,0.44307111392950776,0.43306520834920037,5.683343410491943
194,20,0,0,8000,0.07580274107537571,0.8005368858203691,0.4518808712751839,0.4796191874647697,0.34942530550162365,5.173015356063843
195,19,0,1,8000,0.08463087789046517,0.7920225665475256,0.4236096949772414,0.4023434892777276,0.44417288527876836,5.273972988128662
196,16,0,4,8000,0.07666381044286172,0.7918580562371104,0.4624635156990568,0.43236789196625985,0.425506508061474,8.03698444366455
197,18,1,1,8000,0.08590727773225944,0.7927584656366874,0.40975933356594124,0.43484985417391514,0.4798375223936715,5.2631001472473145
198,19,0,1,8000,0.0807721798420705,0.791574520089216,0.36945428643453737,0.42331734711052116,0.49825722112981063,5.052088022232056
199,18,2,0,8000,0.08329447057792233,0.7977477385381675,0.41740661653858696,0.4416368549249198,0.36047146075484765,5.095028638839722
200,19,0,1,8000,0.07996784679777155,0.7966690217569583,0.40007692137372086,0.4520791202713204,0.4328717290311284,5.586721420288086
201,19,0,1,8000,0.07535623301483069,0.7859199701643038,0.4395926245566043,0.4074394079840833,0.41652924007532827,6.2651143074035645
202,19,0,1,8000,0.07476276507648016,0.8083644860384533,0.44301211487214154,0.3622667866555953,0.40319816095033584,5.099236726760864
203,20,0,0,8000,0.07801480157793896,0.7972427575017563,0.37897736203863236,0.42132647964916975,0.41849036500828785,5.204391241073608
204,19,1,0,8000,0.07577870074279043,0.7926518861105416,0.4484164472583024,0.45747892624784375,0.4725543880250211,4.469390630722046
205,19,0,1,8000,0.06893918888309108,0.8023661766381587,0.3770076776661735,0.3802496224806351,0.4330467648449794,6.234530448913574
206,19,1,0,8000,0.07315956790049734,0.7968736186034603,0.42957652285533415,0.36139188755645313,0.4012136288681582,4.8818418979644775
207,19,1,0,8000,0.07525152341956502,0.815844469530524,0.40359862081811765,0.40949032636954763,0.41047588569625076,5.157078504562378
208,19,0,1,8000,0.07171614625557327,0.8060732628073434,0.4147929207508619,0.3919099516905346,0.36393491511947806,5.4425225257873535
209,19,1,0,8000,0.06917597969407799,0.7989339798530493,0.43290047631658124,0.36620126559037236,0.3670909322115028,6.696555137634277
210,20,0,0,8000,0.06663072820331763,0.8200666447793137,0.42543938112838,0.3714641028810722,0.46057095400077064,8.054182767868042
211,18,1,1,8000,0.07090619689767769,0.8056711905414409,0.3781457003442929,0.3564847769157756,0.45365974039557616,8.742032766342163
212,19,0,1,8000,0.07322732112224807,0.812285142597985,0.4887164555646846,0.37287567735380406,0.3451847567517039,6.923041105270386
213,20,0,0,8000,0.06918131085938896,0.8119383231632318,0.41014854570585435,0.4873203390775756,0.41549362169563614,5.65041184425354
214,20,0,0,8000,0.06667798951737837,0.8157426012201775,0.4230477609860914,0.40994661077173805,0.44833718755164537,5.13025689125061
215,20,0,0,8000,0.06707225811857505,0.8084980923667978,0.40477311300475355,0.3903235779014863,0.3444039761582782,5.056368350982666
216,18,1,1,8000,0.07181037526855207,0.811308944998344,0.41980566975648403,0.4727825268349216,0.4211907812135638,5.710528135299683
217,20,0,0,8000,0.06326868529212194,0.8058836738272339,0.45928109438637665,0.439166665888232,0.34440562386638135,4.623489856719971
