iteration,wins_X,wins_O,draws,buffer_size,value_loss,policy_loss,value_error_vs_solver,elapsed_sec
42,15,3,2,8000,0.20560711931637313,0.6804777235629541,0.5259677886803834,2.4721662998199463
43,19,0,1,8000,0.2001341664373778,0.6708939696345603,0.5106449497982907,2.3316233158111572
44,17,0,3,8000,0.19303476040146203,0.6699270644652943,0.48709822096394345,3.0809435844421387
45,18,1,1,8000,0.19466058887838028,0.6678139210532139,0.5326993342196893,2.254950523376465
46,19,1,0,8000,0.18684352711270888,0.6607445920203976,0.5088156296020367,2.1171131134033203
47,15,3,2,8000,0.19012294351762402,0.6579666162119597,0.5195776990428376,2.536907434463501
48,19,0,1,8000,0.18887866511205487,0.6680616446572113,0.56378317092171,2.704043388366699
49,16,2,2,8000,0.18297006532521787,0.648667428387661,0.4999912273044193,2.311537027359009
50,18,0,2,8000,0.17611731312461842,0.6521254252447473,0.5024974887000403,2.9211602210998535
51,20,0,0,8000,0.17148087483220023,0.6418037476732874,0.5027252163074066,2.3454294204711914
52,18,1,1,8000,0.17245774637013545,0.6432521920621107,0.4914714263757108,2.418710470199585
53,17,1,2,8000,0.17651868454381103,0.6532894920960085,0.5115593211642565,2.339430809020996
54,16,0,4,8000,0.15940137039656202,0.6398598797964421,0.4729877977186113,2.8908979892730713
55,17,1,2,8000,0.154173672241307,0.619592419918121,0.467661663604498,3.176100969314575
56,19,0,1,8000,0.1550846058774975,0.6374861960896856,0.4614589909914909,2.3077518939971924
57,19,1,0,8000,0.1497404253599172,0.6405149287236774,0.47731808742027615,1.8665108680725098
58,17,1,2,8000,0.14551786562594965,0.628713982381501,0.40318562814202025,2.2072362899780273
59,18,1,1,8000,0.14203762596002648,0.6439233514165843,0.46171960733689843,2.3062572479248047
60,19,1,0,8000,0.13949067441589294,0.6289787010385178,0.4533279788671814,2.399730682373047
61,20,0,0,8000,0.13998367274591497,0.6426787274536923,0.42495061869414374,1.817627191543579
62,19,0,1,8000,0.13859701644997516,0.6406530665738074,0.45563287218893883,2.077662467956543
63,18,0,2,8000,0.13194773247976527,0.6494700393823225,0.4401430823466534,2.1644887924194336
64,19,0,1,8000,0.13516291692177138,0.6521650604628486,0.4508195863724769,2.3952555656433105
65,19,0,1,8000,0.13156255349477264,0.6448619046017295,0.4540022356091906,2.699289321899414
66,19,1,0,8000,0.1423745133279386,0.6470462576165114,0.5024203535588784,2.3096461296081543
67,17,1,2,8000,0.13554887672388913,0.6602630942552227,0.510314303299983,2.949225902557373
68,20,0,0,8000,0.1336882091043672,0.6568936820942424,0.4562315722903755,2.9345691204071045
69,19,1,0,8000,0.12727311407231026,0.6409699062447383,0.4265744827537482,2.656442880630493
70,17,1,2,8000,0.12352680539789457,0.6585290622509801,0.44462471963723343,3.006852149963379
71,18,0,2,8000,0.11846001778411673,0.6581523925220035,0.4552199675593366,3.5409469604492188
72,20,0,0,8000,0.11694349117482807,0.6577236987962304,0.47295963930008433,2.77250599861145
73,17,1,2,8000,0.11251351394038281,0.6757182216101751,0.4808894746949438,3.2327215671539307
74,20,0,0,8000,0.11455250279800665,0.6651245786023495,0.4176860982487373,2.658252000808716
75,19,0,1,8000,0.10908531696449222,0.6658029862826033,0.4830807727972525,3.1995182037353516
76,16,2,2,8000,0.10965937171187912,0.6719431993572134,0.43858481502480745,3.1371572017669678
77,20,0,0,8000,0.11339350804780525,0.6794590342246335,0.46121799728212615,2.404075860977173
78,20,0,0,8000,0.11101125756087375,0.6840001331860888,0.4590800504478427,2.654399871826172
79,19,0,1,8000,0.10294022748101592,0.6840704254129301,0.4872804189638268,2.6253600120544434
80,18,2,0,8000,0.10981376424650913,0.6978198006150654,0.3882454387975561,2.609989643096924
81,19,0,1,8000,0.1056266306377247,0.6958680672762536,0.42561474764537993,2.722874641418457
82,17,1,2,8000,0.11040298668145301,0.6957990423467653,0.39702828020052905,3.546090602874756
83,19,0,1,8000,0.09753896166211372,0.6792068942539486,0.4751170619650096,2.7551937103271484
84,19,1,0,8000,0.09636307352585392,0.7036906674156466,0.42806007207142166,2.505899667739868
85,19,1,0,8000,0.10666261614263063,0.6984574038283742,0.41868871766072935,2.5885562896728516
86,19,0,1,8000,0.09322518200524425,0.7064687439539251,0.4365637908210204,3.06002140045166
87,19,1,0,8000,0.09900236401464856,0.7093988214060971,0.3775426458339338,2.6118133068084717
88,17,2,1,8000,0.10350726811978594,0.7222056843509217,0.4261042340757715,3.218956232070923
89,18,2,0,8000,0.08904843841352854,0.7090277952858365,0.42042427222782613,2.849473476409912
90,20,0,0,8000,0.08763564765319226,0.7253807339412278,0.4106493588820274,2.425424337387085
91,19,0,1,8000,0.08586633734993317,0.7305596806786663,0.3800772202997785,2.9170408248901367
92,15,2,3,8000,0.09603163053898849,0.7221651084046027,0.43064638007762485,3.6145479679107666
93,19,0,1,8000,0.09068258153188744,0.7422883037416709,0.40817448648211335,3.420318365097046
94,17,1,2,8000,0.09237402628916505,0.7400388487904667,0.3712250618496189,3.0734703540802
95,18,0,2,8000,0.08598525472806617,0.7319406718733662,0.400882717909611,3.826510190963745
96,19,0,1,8000,0.08557582800194201,0.732354093405677,0.391465237322445,3.1863207817077637
97,17,1,2,8000,0.08312646177904806,0.7354813313913959,0.3937892156462289,3.1656813621520996
98,19,1,0,8000,0.08742974412503825,0.7361491393074852,0.4220925462845982,2.5994272232055664
99,20,0,0,8000,0.087856449854873,0.7433455258398929,0.4395690329004002,3.065443992614746
100,19,0,1,8000,0.07928000566268932,0.750583209752974,0.37973540114764126,2.9568028450012207
101,19,1,0,8000,0.08769889737268079,0.7467278421150755,0.37157765523664904,2.6777031421661377
102,19,1,0,8000,0.08520247300377602,0.7458002490827559,0.3827976228680517,2.920758008956909
103,18,1,1,8000,0.08432430991244293,0.7528988733154856,0.4149783921703472,3.1392483711242676
104,20,0,0,8000,0.08474870292016815,0.7583174139955734,0.39852716606519245,2.707568645477295
105,19,0,1,8000,0.08938961997933623,0.7554457839211239,0.43751067946304867,3.1744630336761475
106,20,0,0,8000,0.08515100156386692,0.7682506781070823,0.3672629434684144,3.2784805297851562
107,18,0,2,8000,0.07872167813372039,0.761220606365369,0.37666910960514133,3.3478989601135254
108,20,0,0,8000,0.07846238305612942,0.7705198946073267,0.36552485823459374,2.997487783432007
109,17,0,3,8000,0.0794866950440754,0.7478865665247625,0.4391808998491621,3.862353563308716
110,20,0,0,8000,0.08050856491362932,0.7662675376206128,0.3999579619797309,3.0723416805267334
111,19,0,1,8000,0.07974678267463921,0.7676840343608793,0.43455266315080837,2.9678714275360107
112,19,0,1,8000,0.07317508422083652,0.7759018270613094,0.43638046974364963,3.1285343170166016
113,17,0,3,8000,0.07350020674573736,0.7761685281425014,0.3721330091079163,3.486284017562866
114,17,1,2,8000,0.07466014086756333,0.7695376973462219,0.3942126669861873,3.29742169380188
115,19,0,1,8000,0.07669942399304215,0.7772481385069799,0.3963058373087441,3.4164528846740723
116,19,0,1,8000,0.06960019951976927,0.7679297053252073,0.3909437266330348,3.3095247745513916
117,19,1,0,8000,0.08122344782117003,0.7674426017590228,0.41488998947739103,2.8141582012176514
118,16,1,3,8000,0.07880821100322183,0.7713816168847528,0.45736646320468805,3.4355597496032715
119,18,1,1,8000,0.07881688682837477,0.7790386487976695,0.4098773647409907,3.277207612991333
120,20,0,0,8000,0.07481688597018982,0.7734705171911606,0.37880022153268345,2.927215814590454
121,19,1,0,8000,0.07858809763485804,0.7774312407302989,0.41935931682000904,3.169860363006592
122,19,0,1,8000,0.08090941723555338,0.7753081107605934,0.40185107581140755,3.24554181098938
123,18,1,1,8000,0.07825431961084252,0.773893755767493,0.37878031652486494,3.1661627292633057
124,20,0,0,8000,0.07670403796360005,0.7700821176464522,0.3672237399128883,2.96097993850708
125,17,1,2,8000,0.07456669902603288,0.7708378609578886,0.38306978921919427,3.163191080093384
126,20,0,0,8000,0.0822306447611103,0.7718069789632993,0.3569144343321751,2.829697370529175
127,19,1,0,8000,0.07930706667077476,0.7750175735201635,0.42268853925376687,3.1821372509002686
128,19,1,0,8000,0.07718504047672203,0.7762594041340716,0.36080264151888886,2.825563430786133
129,19,1,0,8000,0.08595391237819516,0.7917349375830477,0.41532710540537937,3.0165908336639404
130,18,2,0,8000,0.08392999030784627,0.7846573047908073,0.39155552619354483,3.0112111568450928
131,16,1,3,8000,0.087833747699095,0.7951346017210175,0.3827254958418606,3.881434202194214
132,19,1,0,8000,0.08823090310985855,0.7935864094276308,0.352746770482851,3.047100305557251
133,20,0,0,8000,0.09198754475756704,0.791442116767792,0.3816777541822142,2.8550333976745605
134,19,0,1,8000,0.08694880078545453,0.7925501702284061,0.3708845082698797,3.061751365661621
135,19,1,0,8000,0.09418720559121257,0.8051295253995211,0.36578473528131833,3.088883876800537
136,19,0,1,8000,0.08624656645384374,0.7946801167274179,0.40549328813293767,3.3013885021209717
137,20,0,0,8000,0.08659608926646731,0.7903607806948701,0.4115106300438637,2.683929204940796
138,17,0,3,8000,0.08827460652876354,0.7921326912869118,0.4177059697132514,3.240987539291382
139,18,0,2,8000,0.08456151706856677,0.793027317591793,0.3694375215653503,3.5597994327545166
140,20,0,0,8000,0.08489708312100584,0.7898216339599252,0.42348305672300396,3.083735227584839
141,19,1,0,8000,0.07626041174384858,0.7948861816241319,0.3809202974529298,2.870420217514038
142,18,1,1,8000,0.0817220412078918,0.7997627143873163,0.39357322952833773,3.2332348823547363
143,19,0,1,8000,0.08504730064818533,0.7915010179904488,0.3778774771131458,3.3772852420806885
144,18,0,2,8000,0.07751957434942067,0.8034077539438024,0.4045098449247589,3.2687344551086426
145,19,0,1,8000,0.0829680866282129,0.7967043181203258,0.39367768189687263,3.27132248878479
146,20,0,0,8000,0.07939971847133026,0.8051979025456337,0.37619191631739984,2.6658873558044434
147,15,3,2,8000,0.08594342569179875,0.7957677538624253,0.4067692316337829,3.4704041481018066
148,20,0,0,8000,0.07861809756722082,0.7967023672594216,0.40390325533868093,2.213540554046631
149,20,0,0,8000,0.08282403567869989,0.7990069385388442,0.3785117240299819,2.209195137023926
150,20,0,0,8000,0.07829120819340794,0.8006785938342829,0.37730849869027233,2.5017340183258057
151,18,1,1,8000,0.0822114929779221,0.8141139380726876,0.37420228942550166,2.378405809402466
152,19,0,1,8000,0.07745990632870994,0.7987334513817048,0.3723432745516484,1.8446106910705566
153,18,0,2,8000,0.06763150748707264,0.7918107787277114,0.43208066762423947,2.4730565547943115
154,18,1,1,8000,0.06479965190159097,0.7931373454751621,0.33412016777629305,2.4542794227600098
155,19,1,0,8000,0.06938426401681932,0.8165642318957577,0.4418346286936101,2.146190881729126
156,20,0,0,8000,0.07268673840158506,0.8164884753649528,0.39261991396753165,1.920945167541504
157,19,0,1,8000,0.07084232325990064,0.8097655546318836,0.3993870487978927,2.8669934272766113
158,19,1,0,8000,0.07218569667855584,0.8173420452017711,0.4022105318038199,2.2612218856811523
159,19,0,1,8000,0.06643901126070921,0.8138991252551925,0.39441881497475173,2.283418655395508
160,19,0,1,8000,0.0699707218295234,0.8124202820808406,0.40478840222410967,2.122795343399048
161,20,0,0,8000,0.07030746031245882,0.817402012345616,0.385124276057519,1.7865498065948486
162,16,0,4,8000,0.07073196371729698,0.8063529661510651,0.3381415996364878,2.7446813583374023
163,18,1,1,8000,0.062323248082572724,0.8058911542881279,0.4075215223914865,2.0190961360931396
164,17,0,3,8000,0.06460744873720815,0.80589029629637,0.40849207470115195,3.0542004108428955
165,18,1,1,8000,0.06642970143090136,0.7982280176744502,0.4721425764634616,1.9024858474731445
166,19,0,1,8000,0.06347516583876693,0.806521941792909,0.3842661578136273,2.235642194747925
167,19,0,1,8000,0.07007228171117294,0.8000905605394701,0.42467440395023803,1.9184882640838623
168,19,1,0,8000,0.06965563010496947,0.8136138368930964,0.3819470906365056,1.9440464973449707
169,18,0,2,8000,0.07096452865886341,0.8145030049867634,0.3805224584585852,2.4842476844787598
170,19,0,1,8000,0.06853348724648209,0.8052272584515868,0.4151784322870603,2.1494452953338623
171,17,0,3,8000,0.07170210525838631,0.7954083094068378,0.38663862724743975,2.6443965435028076
172,20,0,0,8000,0.07076214265629073,0.810061940285592,0.3731291646912367,2.2740306854248047
173,17,1,2,8000,0.06825226944821308,0.8072691932048396,0.36040179034774006,2.8974077701568604
174,17,2,1,8000,0.0737505929618562,0.801010260046606,0.3685659089658144,3.1922647953033447
175,18,1,1,8000,0.0768253335480192,0.8009681461303099,0.3925560147826755,2.793581008911133
176,19,1,0,8000,0.07051090517948352,0.7924013684213295,0.39109606414792475,2.978034734725952
177,19,1,0,8000,0.07550923905382355,0.8109969226023679,0.38868372633532733,2.382672071456909
178,20,0,0,8000,0.0755759088367121,0.8111698157501759,0.3843095987353385,2.4887447357177734
179,19,1,0,8000,0.07361501848224022,0.807914238269435,0.39654409292515164,2.2098071575164795
180,19,0,1,8000,0.07507264495473644,0.8117929704836101,0.3549428544681068,2.716174840927124
181,18,1,1,8000,0.07535481062065154,0.7975483895154195,0.4118282793218401,2.6069490909576416
182,20,0,0,8000,0.07273931536039674,0.8060835245572335,0.34738457925811866,2.5293633937835693
183,18,2,0,8000,0.07775626289202228,0.8081185484209162,0.3830295642480497,2.6356709003448486
184,17,2,1,8000,0.07940233540990693,0.80731322076407,0.4220503514984497,2.8770480155944824
185,19,0,1,8000,0.0779398380845217,0.8227596639061006,0.36604442231831014,2.288318634033203
186,18,1,1,8000,0.07808045190962212,0.8071467131530078,0.4044547580942812,2.916092872619629
187,20,0,0,8000,0.07718005360973376,0.8004684094233557,0.38801125361423366,2.4637396335601807
188,20,0,0,8000,0.0765953526417786,0.8030402142775875,0.35235435347901706,2.468390703201294
189,19,0,1,8000,0.06897586732733192,0.8056926381004728,0.3942498752308502,2.33249568939209
190,19,0,1,8000,0.06976696781434387,0.8039585069771148,0.3478593209853073,2.6125712394714355
191,19,1,0,8000,0.0623966451813415,0.808348431833647,0.366594347710756,2.2819294929504395
192,20,0,0,8000,0.06322529222861263,0.8103720009490409,0.41625113271812664,2.507154703140259
193,19,0,1,8000,0.06480550284585186,0.8115833474195409,0.397207639003394,3.5341885089874268
194,20,0,0,8000,0.06822062314107306,0.8078681807135122,0.3607969313972193,2.8369956016540527
195,19,0,1,8000,0.06701674089258086,0.816421442595382,0.37585361693397884,2.630234956741333
196,17,0,3,8000,0.06880640547961503,0.8110626398353251,0.36163376391495733,4.24158787727356
197,20,0,0,8000,0.05630824102363308,0.8117441946727822,0.3837990986583372,3.9779422283172607
198,20,0,0,8000,0.06570023102549304,0.8103852219146465,0.41730146186017547,2.462991237640381
199,19,0,1,8000,0.060379893418452985,0.8157067658322843,0.3829294477124603,2.5899157524108887
200,20,0,0,8000,0.07287943059072532,0.8178258916021334,0.381354156628985,2.4454987049102783
201,16,3,1,8000,0.07058211735121436,0.8065922258418898,0.44459974742006303,3.356616735458374
202,19,1,0,8000,0.06421235972238797,0.8198630879225793,0.3610414900060616,2.404414176940918
203,20,0,0,8000,0.06582083103350475,0.8212414516338503,0.37645669205276666,2.440049409866333
204,19,0,1,8000,0.06596899782814886,0.8170091373291811,0.3440449563846572,2.2255403995513916
205,18,0,2,8000,0.06963822743995578,0.8144092640184841,0.3613695741901081,2.7643790245056152
206,18,1,1,8000,0.06942511898040168,0.8237209816892722,0.390942992254288,2.428647756576538
207,20,0,0,8000,0.06446073016059625,0.8248300228456746,0.36922780858505566,2.4992997646331787
208,20,0,0,8000,0.05864120464221781,0.8198162197341349,0.392592031327005,2.4709246158599854
209,19,0,1,8000,0.06251407438331205,0.8168579104341425,0.3843471831389704,3.4578702449798584
210,18,0,2,8000,0.05921596189307819,0.8138589534681914,0.35356263246212566,2.917423963546753
211,19,0,1,8000,0.05498936382495882,0.8185048948805443,0.40323235550747694,2.324204206466675
212,18,1,1,8000,0.06287687543994243,0.8210916852766343,0.40932425877586415,2.5770649909973145
213,19,1,0,8000,0.06370586586332969,0.8222627679023007,0.40375174437453193,2.600029468536377
214,18,0,2,8000,0.06307170293789668,0.8267141344744501,0.38803788459775657,3.1317710876464844
215,16,2,2,8000,0.06750100214466125,0.8261151367578617,0.3753808352152064,3.1011977195739746
216,17,0,3,8000,0.06770512920416079,0.8103026187306761,0.38058756233371016,4.035107374191284
217,20,0,0,8000,0.06651815772222147,0.8162589156883495,0.3671072314881104,2.7264678478240967
218,18,0,2,8000,0.07095860264650462,0.8077181088922046,0.36010771556885635,4.9404683113098145
219,17,1,2,8000,0.07416572514934235,0.8077801873894536,0.41295873583126635,3.9063589572906494
220,18,2,0,8000,0.07086147460673241,0.808924852076379,0.3555624497965482,3.059135913848877
221,19,0,1,8000,0.06845507437746928,0.8125951969286092,0.389666982924982,3.190850019454956
222,19,0,1,8000,0.07221394792470542,0.8143350623484868,0.34028520435065973,3.1299846172332764
223,19,1,0,8000,0.069002222081345,0.8200019786646477,0.41651735990924876,2.802520513534546
224,19,1,0,8000,0.06928429501705698,0.8186812896342224,0.38787734640527743,3.0750508308410645
225,20,0,0,8000,0.07346682820745533,0.8155521006147676,0.43275675312494816,2.9735615253448486
226,18,0,2,8000,0.0667569774574875,0.8176571126933031,0.3409800184855218,2.75653076171875
227,19,0,1,8000,0.07009153793358931,0.8146337115016257,0.3615520629101268,2.7980031967163086
228,17,1,2,8000,0.06987035158251269,0.8059411808607324,0.43200238530116064,3.8046467304229736
229,19,0,1,8000,0.06657225864765225,0.816362139400169,0.3637235850944951,2.667574405670166
230,20,0,0,8000,0.0741879276993439,0.8181174437409345,0.3668796462469962,2.9381346702575684
231,17,2,1,8000,0.07381663175037168,0.8190856185374532,0.3903580826856116,4.115681886672974
232,19,0,1,8000,0.07351013568774192,0.8190583193243198,0.38585241384819285,3.212226629257202
233,16,0,4,8000,0.07078278663233768,0.8075730152428489,0.3764461614848203,4.3647027015686035
234,20,0,0,8000,0.06174388942333971,0.8163025718521931,0.38994546803639873,3.8786299228668213
235,20,0,0,8000,0.06077644427041151,0.8136671174753921,0.3662628330102011,2.9505481719970703
236,20,0,0,8000,0.060872735137527306,0.828855631118213,0.4265306906109626,3.254560708999634
237,20,0,0,8000,0.06043639981117804,0.8214813405838323,0.3482071810294612,4.114803075790405
238,20,0,0,8000,0.058409439027602074,0.8083158518416087,0.32949814780324727,3.263385534286499
239,19,0,1,8000,0.05670241982681306,0.8239725330230074,0.4249208445368004,3.2514774799346924
240,15,0,5,8000,0.052061639390144604,0.8167450335878736,0.37176009417751094,5.1281492710113525
241,18,0,2,8000,0.052847837971433206,0.8097206846937723,0.3799029244244357,3.637869358062744
242,19,0,1,8000,0.04744831205805941,0.8099616520951796,0.39875195444990436,3.9133107662200928
243,19,0,1,8000,0.047881866517537126,0.8063533940650062,0.3832282780870267,3.335653066635132
244,20,0,0,8000,0.047724657666518365,0.8052263831740419,0.38666375634884953,2.8525941371917725
245,19,0,1,8000,0.048499900443145144,0.8094627310915682,0.3771160104566272,3.601548194885254
246,20,0,0,8000,0.04356108709977126,0.8108237782437971,0.4074564851481243,3.2917673587799072
247,20,0,0,8000,0.04620404343466981,0.8118386727378185,0.3857131643200795,3.130744695663452
248,19,1,0,8000,0.0447631732664335,0.7955256841896066,0.4030893275253911,3.409393310546875
249,19,0,1,8000,0.046098726308645456,0.8087544989959418,0.39218520784840755,3.304809093475342
250,19,1,0,8000,0.05165129066003854,0.8109520193613174,0.3865653419328394,3.243292808532715
251,16,3,1,8000,0.053282118827247114,0.8098718052469759,0.4267569923092366,3.62955904006958
252,20,0,0,8000,0.050717705905088395,0.8084773352291278,0.38221005017361187,2.6517622470855713
253,20,0,0,8000,0.049067743127474826,0.8061913956979128,0.3824631388478503,2.998147487640381
254,20,0,0,8000,0.05050589359450432,0.8101818777162841,0.3563103084509805,2.8974568843841553
255,18,0,2,8000,0.05719604997078899,0.8102613357989034,0.3968515976930127,3.6111972332000732
256,18,0,2,8000,0.050027130120226235,0.804392257352556,0.36543154084624857,3.6519968509674072
257,18,2,0,8000,0.0572938678178913,0.8177077756149753,0.38638841582425065,3.0916006565093994
258,19,1,0,8000,0.05623387890451257,0.809723796881254,0.3402618239044707,3.2535202503204346
259,19,0,1,8000,0.056943018544483665,0.812757293007247,0.38801002387974654,3.0492804050445557
260,19,0,1,8000,0.05471434558533074,0.807286149574872,0.3724428136774198,3.0077991485595703
261,20,0,0,8000,0.049185014463909923,0.8068952757914142,0.3855419184950737,2.920809507369995
262,19,0,1,8000,0.060406832537964396,0.7982964529526768,0.3595158445862893,2.935934543609619
263,20,0,0,8000,0.05458706420572677,0.8108917029038755,0.3857499138755845,2.4589741230010986
264,20,0,0,8000,0.053039006437016534,0.8128962666843431,0.3473385583884347,2.6247010231018066
265,17,2,1,8000,0.05783985360183681,0.8152893006069875,0.38915942389703434,3.385359048843384
266,20,0,0,8000,0.05468753259938586,0.8045092076376616,0.40978709095152105,2.504208564758301
267,18,1,1,8000,0.06388077937237484,0.810925207780607,0.3925998662854165,3.0534777641296387
268,19,0,1,8000,0.05955710447369815,0.8124799893230512,0.3927970198225727,3.160724639892578
269,20,0,0,8000,0.061538012116512976,0.7958546570831484,0.3891936402733281,2.6615214347839355
270,20,0,0,8000,0.05870140786955003,0.8052641699187602,0.40015030739668883,2.236772060394287
271,18,1,1,8000,0.06037092093545444,0.8133132159280557,0.38054988498212017,3.288221597671509
272,18,0,2,8000,0.06114196197581195,0.808684671598794,0.37989536681867647,3.4303698539733887
273,19,0,1,8000,0.057642235673120504,0.8062631858314826,0.35399701432554637,3.038471221923828
274,19,0,1,8000,0.05249274533727211,0.80765784555144,0.3994153512737105,3.0001206398010254
275,19,1,0,8000,0.05196744424926344,0.8100703191391669,0.3821895586339912,2.6803619861602783
276,19,0,1,8000,0.05981164611932969,0.8054628957808654,0.4206782152242138,2.97992205619812
277,20,0,0,8000,0.048391921469738815,0.8104315673489363,0.45679559028174804,2.562607526779175
278,18,0,2,8000,0.05046635415493797,0.8055390451807268,0.3733824327805518,3.191464900970459
279,20,0,0,8000,0.052422788309873875,0.8090665432502688,0.4105667961914985,2.49749755859375
280,20,0,0,8000,0.04999559594741737,0.8162141608317727,0.3916790081696812,2.925384759902954
281,18,0,2,8000,0.046537944718298106,0.8128928672549534,0.3634290723232372,3.180851459503174
282,18,0,2,8000,0.045989486699657044,0.8192070949517292,0.3946764310609765,3.0409510135650635
283,19,0,1,8000,0.046727595269782846,0.8170799332956065,0.3989727933075866,2.800501585006714
284,16,0,4,8000,0.05103545938715051,0.7995043939857314,0.3788899143169265,4.995049953460693
285,19,0,1,8000,0.049127016570096424,0.8186971075549313,0.43007268426179146,2.712639808654785
286,17,0,3,8000,0.05196660378498654,0.8068258610021319,0.4056647992277881,3.071108818054199
287,18,0,2,8000,0.05003102514334662,0.7951408918049874,0.42225114160800925,2.892120122909546
288,20,0,0,8000,0.04284528085051442,0.8088711987275962,0.39668410546846744,2.8085877895355225
289,19,1,0,8000,0.0483075522477956,0.8079550968906192,0.3960555502926426,2.717036247253418
290,19,0,1,8000,0.043552053625441,0.806906556644407,0.4473528543443507,2.5421371459960938
291,18,0,2,8000,0.04857666200268932,0.8094969169667781,0.3790248933850568,4.057096242904663
292,19,1,0,8000,0.0491020323261752,0.8054687512396002,0.36799576708030185,2.611250638961792
293,18,1,1,8000,0.0558794114236068,0.8183574157428279,0.42490687724124565,3.079399347305298
294,20,0,0,8000,0.051947821027826524,0.821449599829395,0.36305753626654325,3.13037109375
295,19,0,1,8000,0.05167260131627636,0.8120252034214066,0.38515072919013976,3.1541686058044434
296,19,0,1,8000,0.05414142537635952,0.7986372167298077,0.3760207517435436,3.551771640777588
297,20,0,0,8000,0.04995222843907511,0.8197993990178923,0.40905488537566564,3.398521661758423
298,18,0,2,8000,0.04674162595054438,0.8129980197856888,0.42671600143358346,3.4185357093811035
299,20,0,0,8000,0.051479090905796616,0.8188717125817881,0.3853747197718231,2.4121580123901367
300,20,0,0,8000,0.04888198480406467,0.8232301829179308,0.4011530598169915,2.585892677307129
