iteration,wins_X,wins_O,draws,buffer_size,value_loss,policy_loss,value_error_vs_solver,value_error_X,value_error_O,elapsed_sec
1,8,10,2,187,0.9026743078706114,1.521930218109416,0.7313209871785256,0.7279253702875872,0.734716604069464,6.926074266433716
2,16,4,0,365,0.8949828587156179,1.5664475564786144,0.766247004493773,0.7458500549258879,0.7866439540616582,6.320222616195679
3,7,10,3,573,0.8114180521559541,1.5726600447482955,0.815371647238257,0.7400542993965897,0.8906889950799242,8.294026613235474
4,10,10,0,731,0.7788322185596264,1.5672669493583373,0.8248201524890966,0.8002477275930557,0.8493925773851374,5.805043458938599
5,12,8,0,945,0.8271847889865148,1.575716428325166,0.7994879116059947,0.7627582605453648,0.8362175626666246,8.755725383758545
6,14,5,1,1168,0.7924693755531762,1.5558367779795366,0.7777497030740315,0.750044811914065,0.805454594233998,8.882286071777344
7,11,9,0,1311,0.7541686252426901,1.5357704396331635,0.7517102164026811,0.6400486992182717,0.8633717335870905,5.317410230636597
8,13,6,1,1483,0.7196066399397729,1.5167804156278613,0.7824999462483326,0.7066599217420474,0.8583399707546179,8.254238843917847
9,18,2,0,1615,0.6707963435535169,1.5023653965212036,0.7581229140642123,0.6593373886125782,0.8569084395158463,5.783510208129883
10,14,3,3,1817,0.6375393080674658,1.4834025938338242,0.8071195801803734,0.6840505398347527,0.930188620525994,7.93684458732605
11,17,3,0,1964,0.613444826791175,1.4631833738492404,0.7705015552547358,0.6822635884549628,0.858739522054509,5.331444978713989
12,13,5,2,2184,0.6210096682431565,1.4343579839199059,0.7445875632875206,0.6573997258827179,0.8317754006923234,7.618342399597168
13,16,4,0,2342,0.6018718607366494,1.4063797495316113,0.74960766964308,0.6219384458983398,0.8772768933878202,5.765263795852661
14,15,5,0,2511,0.5972017438365124,1.3855332787363683,0.742606930821905,0.592589089195794,0.8926247724480161,6.819425582885742
15,12,7,1,2722,0.6016304595772062,1.3466729848215295,0.7517909807952742,0.6567304491813323,0.8468515124092161,7.702439069747925
16,14,4,2,2929,0.5797420231320084,1.3164184100676573,0.7651994722270019,0.6971013124657138,0.8332976319882899,7.662612438201904
17,16,4,0,3083,0.5730918972163775,1.2893786692303948,0.7046859698437173,0.6406965509216423,0.7686753887657923,3.820713520050049
18,13,3,4,3293,0.5500928895725763,1.255544663459419,0.7362124458939563,0.6313566898071858,0.8410682019807266,6.505575656890869
19,17,2,1,3455,0.5288097332900966,1.2212592954655723,0.7519408795194837,0.6841139633073001,0.8197677957316674,4.667558670043945
20,18,2,0,3603,0.5174645126164583,1.20341250215716,0.7125084824847387,0.6265999778868141,0.7984169870826633,4.352307319641113
21,15,4,1,3783,0.5116740607924485,1.175027208320449,0.7013227806098752,0.6170383272333047,0.7856072339864458,4.38505744934082
22,15,3,2,3950,0.5080021372939875,1.1571157318539385,0.7005765110878834,0.613513005700077,0.7876400164756897,5.1412129402160645
23,16,1,3,4140,0.48467480542446995,1.131431798070789,0.650152070479501,0.51821014240969,0.7820939985493119,5.8114330768585205
24,17,1,2,4348,0.4662597325744954,1.112774911726365,0.7021424105416963,0.6101592564179924,0.7941255646654003,6.4240803718566895
25,14,5,1,4526,0.4707613408289734,1.099147418053695,0.6486449017337366,0.5939336898765479,0.7033561135909251,4.605443239212036
26,15,0,5,4736,0.44673873344127707,1.0698004544497721,0.681809105048826,0.6029247655092667,0.7606934445883854,7.834596395492554
27,17,1,2,4948,0.4326095827470122,1.0574422011948437,0.6433614214202021,0.5851844686219995,0.7015383742184049,7.635478496551514
28,15,2,3,5161,0.4257213899282264,1.0264625008217596,0.6792056134907473,0.6114105395568956,0.7470006874245989,7.904064893722534
29,9,3,8,5462,0.42084145457641964,1.0071823482681135,0.6973109730193428,0.6740382816134656,0.72058366442522,11.242546796798706
30,11,5,4,5686,0.4239433066776095,0.9936477591897692,0.6860868092861206,0.6048479661441021,0.7673256524281392,7.3737404346466064
31,10,3,7,5982,0.4204929385970634,0.9727218135829755,0.6666115613815091,0.6234418299785051,0.7097812927845132,11.137408018112183
32,8,1,11,6341,0.4033276451979524,0.9510869410652529,0.6546405770519361,0.6100504155110223,0.69923073859285,12.26140832901001
33,4,2,14,6866,0.3863180137160476,0.9140091590452735,0.6517477579148351,0.6004332182120828,0.7030622976175873,20.29196333885193
34,7,0,13,7185,0.3663368801634514,0.8843079355358072,0.6605136446866721,0.625175665944136,0.6958516234292081,11.05585789680481
35,9,2,9,7467,0.3559110007987111,0.8658321503725745,0.6394811793911139,0.5645822697266613,0.7143800890555667,10.013383388519287
36,6,2,12,7831,0.34326711921170394,0.8498522392819516,0.6350200918216953,0.5890061688864803,0.6810340147569102,13.479456424713135
37,4,2,14,8240,0.32993207518980117,0.8266086269831917,0.5700150173544442,0.5594525421071493,0.580577492601739,14.221987247467041
38,3,2,15,8639,0.31855908596974547,0.8063828663963849,0.6091261147673663,0.5538776251505841,0.6643746043841485,13.73295545578003
39,4,2,14,8999,0.3097158611350195,0.7896634389855675,0.6134517559060055,0.5564333534237755,0.6704701583882356,14.047035455703735
40,6,1,13,9253,0.30012929572539576,0.7795822229895156,0.6004502607456319,0.5838247046408301,0.6170758168504337,11.022652864456177
41,5,3,12,9543,0.2969071487930609,0.7702938472998389,0.6311935317764233,0.5998800793189395,0.6625069842339072,11.227030754089355
42,8,1,11,9806,0.29429002613650124,0.7641800097222965,0.5756020417939849,0.53107524690552,0.6201288366824497,9.577651977539062
43,10,5,5,10008,0.29200395612496355,0.7605945728360368,0.5834081343705497,0.573580109550179,0.5932361591909203,6.854741811752319
44,7,1,12,10286,0.2864095079005823,0.7496101516494953,0.6069893702436217,0.5397004558562022,0.6742782846310411,8.585081100463867
45,11,1,8,10517,0.2814265803974959,0.7438962198865506,0.5632167356061033,0.5323450733182196,0.5940883978939872,7.614543676376343
46,6,6,8,10735,0.28161095482157206,0.7381754971605807,0.5603113095932322,0.5311561098413939,0.5894665093450703,8.14353084564209
47,12,3,5,10925,0.2824723973835287,0.7387097200837198,0.5754826196243488,0.5828705962117304,0.5680946430369671,7.218708038330078
48,13,2,5,11119,0.2778218161199911,0.7352572597349774,0.5868872445972318,0.5787404095695349,0.5950340796249288,6.380746603012085
49,13,2,5,11337,0.2769950956248096,0.7330109280413539,0.5898130082669861,0.5953786990434383,0.584247317490534,7.014547109603882
50,13,4,3,11508,0.27802546353093094,0.7294046324773413,0.5583298400271945,0.5382154036573982,0.5784442763969908,5.963932991027832
51,10,2,8,11743,0.27376581902892216,0.726489477851529,0.6080253094752753,0.6122117860411649,0.6038388329093858,9.105648517608643
52,14,1,5,11940,0.27422039748260885,0.7249451962074422,0.6020546818893175,0.6030090893900233,0.6011002743886118,6.394125938415527
53,11,2,7,12164,0.2719025438072767,0.7206606552496062,0.5409274345667088,0.5168360109430274,0.5650188581903902,7.064473867416382
54,12,2,6,12365,0.2702635743546173,0.7196094351482338,0.5776247005520061,0.6116667822025457,0.5435826189014666,5.24681282043457
55,15,1,4,12551,0.27053021538135713,0.7193293378018443,0.5980588824119901,0.5474037841363906,0.6487139806875897,5.553682565689087
56,11,2,7,12775,0.26792930597540093,0.7152019811202772,0.5517140185626945,0.4903529865198709,0.613075050605518,7.181655645370483
