iteration,wins_X,wins_O,draws,buffer_size,value_loss,policy_loss,value_error_vs_solver,value_error_X,value_error_O,elapsed_sec
49,16,2,2,8000,0.17272734758225822,0.6335539335330118,0.4765614184519336,0.5622209249452575,0.5830823375666666,2.2620761394500732
50,19,0,1,8000,0.15877566980439228,0.6157861856883052,0.57245291960444,0.5372766258940045,0.5924231283986161,1.9922561645507812
51,19,0,1,8000,0.15127466295065436,0.6000500566871247,0.5373704223031401,0.5309050130836643,0.5875843774575443,2.5234129428863525
52,16,2,2,8000,0.13990678902495304,0.6017763471059074,0.5054639356716496,0.4791894695316941,0.48424090859558794,2.455707550048828
53,19,0,1,8000,0.14081782195182296,0.5945259556194307,0.5164954407422292,0.5171917613341197,0.5420173981871848,1.8362534046173096
54,20,0,0,8000,0.1357262402333182,0.5896528123650653,0.515509576409934,0.5461315080184602,0.5288107495794537,2.1211912631988525
55,15,3,2,8000,0.13249355675760996,0.5824553898195663,0.6023845486731315,0.5315331582936754,0.5296227168300182,4.0140674114227295
56,17,0,3,8000,0.1231797574580295,0.5707549374316355,0.5383636172926964,0.5685335784501709,0.4736334707662388,4.320972442626953
57,18,0,2,8000,0.124277124846025,0.5657257644696937,0.5346180538551436,0.5556583451661149,0.5368373432870365,3.74483060836792
58,20,0,0,8000,0.12125545819586103,0.552356989209538,0.5832950043926756,0.529390033603023,0.5089026771867468,3.4189605712890625
59,15,1,4,8000,0.11136678999119619,0.5453706009421552,0.5884828701574695,0.5244052302093941,0.4921648117141781,4.200879812240601
60,18,1,1,8000,0.1166494341181286,0.5400115249854843,0.5333900777886402,0.5184801638531819,0.5865981816709086,3.018664836883545
61,20,0,0,8000,0.11421894543480354,0.5407081796621719,0.5729317335349573,0.5370896544838641,0.5727366063895637,2.8382298946380615
62,17,1,2,8000,0.10759765610201935,0.5366622782438691,0.5610722113046414,0.4499095356378154,0.5155287086323034,3.616278886795044
63,17,0,3,8000,0.1059586771549254,0.5281767747175431,0.5289055853650607,0.5890591349067298,0.5138705755728168,4.519832134246826
64,16,0,4,8000,0.09814193089481983,0.5300855447451299,0.5717208910227036,0.5378972188868113,0.540586437308359,3.8281500339508057
65,19,0,1,8000,0.09624036038135861,0.5195458108280036,0.5457081884566309,0.4609783972245787,0.5404602145793596,4.521159887313843
66,20,0,0,8000,0.09309993312946829,0.5183647165445466,0.5639391080093217,0.5367914191169804,0.5238375901908601,3.2841525077819824
67,18,0,2,8000,0.08479629443560813,0.512399947699991,0.5985256725263306,0.5711289377972093,0.5374125714338951,3.6207456588745117
68,18,0,2,8000,0.08283611599646687,0.5114687053787865,0.5542679476121958,0.5377204942337344,0.5294535799104121,3.4569637775421143
69,14,0,6,8000,0.07694616884030755,0.5059700705425565,0.6182464618513607,0.5646878559006673,0.4877183726676131,4.443946599960327
70,18,1,1,8000,0.07722792147149933,0.50787347825128,0.5681310035214409,0.6498621858912151,0.5206603058261258,2.8839073181152344
71,17,2,1,8000,0.08201539203340791,0.4928882922293934,0.505278811658464,0.5659487847430232,0.5358155355203935,3.338520050048828
72,17,0,3,8000,0.08039993764202948,0.4923022906809379,0.5439619835254583,0.4391776988784149,0.49112070547464143,5.556562185287476
73,13,1,6,8000,0.08111996145319085,0.4911822862781877,0.5270232669163596,0.5989360686946236,0.535080965271466,5.1070661544799805
74,18,0,2,8000,0.08243230352411574,0.48414805099089486,0.5555018779482376,0.49513682074614235,0.5545096462215792,3.247835159301758
75,19,0,1,8000,0.0812962522440398,0.4872035918727223,0.5371242240212672,0.5334686292457081,0.5297833503946702,3.4653992652893066
76,16,1,3,8000,0.08029782933356158,0.4871983191032104,0.5752202473446901,0.5209266904864145,0.5238541406744415,4.4549009799957275
77,15,1,4,8000,0.08488046113954062,0.48002096978193765,0.528045564349556,0.5140897850415043,0.51649529028106,3.4847490787506104
78,17,1,2,8000,0.08391574185831667,0.4786978157762659,0.5461882708956975,0.4649759953674814,0.5289081568405344,3.821396589279175
79,12,2,6,8000,0.0826092132175077,0.4699641975499276,0.5760524290123211,0.5070267941385003,0.5303223910031258,4.16015100479126
80,17,0,3,8000,0.0785432652908729,0.47135951987477503,0.6114711021795288,0.548901630393653,0.5460680334349977,3.612623929977417
81,17,2,1,8000,0.08676428347101289,0.46238428447631863,0.5258551528713786,0.5337282945957431,0.5482195462114355,3.2576308250427246
82,16,1,3,8000,0.09542407540898658,0.4680948388964272,0.5920563852654349,0.5137417048253434,0.4624871062718608,3.2430059909820557
83,18,0,2,8000,0.0885668720374067,0.4602839151955425,0.5603171822314522,0.5066043243216319,0.542165719476838,2.784961462020874
84,11,1,8,8000,0.08956766084126425,0.45879982975768313,0.5765987389044185,0.5657157030906407,0.5519021576287539,7.599764347076416
85,14,2,4,8000,0.08820130133109244,0.4449608015543777,0.5329938216008572,0.580710438260366,0.5410128497243409,6.213566541671753
86,13,0,7,8000,0.09501438224701222,0.44036550668621255,0.5423253094830933,0.5581537994224524,0.5716784641158726,4.994721412658691
87,13,1,6,8000,0.08760113544159075,0.43639912925788277,0.549134781547775,0.5092769775956139,0.525268459726719,5.200507640838623
88,16,0,4,8000,0.09140426022726973,0.42634207407377817,0.5514488498444453,0.608149686350728,0.47161522783095,4.544571161270142
89,17,1,2,8000,0.09323581501313515,0.4253871184773487,0.5410867495047269,0.5689162828368548,0.5527607002226665,4.093271732330322
90,14,1,5,8000,0.08778478778283538,0.41752243789862226,0.5336183661127637,0.5231138767683904,0.5950638861372953,3.823291063308716
91,14,0,6,8000,0.09157405161659891,0.41568476744396116,0.5343937703627403,0.5842197641722686,0.4840147445107452,4.380407094955444
92,16,1,3,8000,0.08436146444988603,0.3979473263594197,0.5591470540029227,0.6588379268806271,0.5821619774313377,4.64881443977356
93,16,1,3,8000,0.08237811183712286,0.4060473047404275,0.508781606400324,0.6004094520230095,0.559292262348625,3.704603672027588
94,17,1,2,8000,0.07875808396900696,0.39934448026877967,0.5078337046290725,0.5778326681640905,0.4407049121667489,3.888801336288452
95,15,1,4,8000,0.07938488234333684,0.39242096668442217,0.48929093582960065,0.5925184955298156,0.5778159910222526,5.562352895736694
96,15,0,5,8000,0.08232743028956575,0.39248171142351296,0.5379793496951945,0.5247496274246142,0.5545085411866486,4.334291219711304
97,15,2,3,8000,0.07621266742192381,0.38525492843116843,0.5158338298835945,0.5040363893972071,0.5368813570434982,3.4910027980804443
98,17,0,3,8000,0.07888584064454156,0.38747501916008037,0.5507085770763654,0.5770493476283728,0.5476607926299947,3.770047187805176
99,17,1,2,8000,0.08386376636364633,0.388462752752547,0.5366196268723936,0.4999698980860325,0.5316092608680169,3.349213123321533
100,17,0,3,8000,0.07834709279067302,0.38787733490729487,0.5449222323828105,0.5375065649298573,0.5290487457025117,3.357544422149658
101,17,2,1,8000,0.08947067849470167,0.3912291760343933,0.5605094058257774,0.5268726709352485,0.5823766642875353,3.1848278045654297
102,9,2,9,8000,0.08377102980993328,0.38526252652735954,0.5309281187170051,0.5277364513675166,0.4921838430659215,5.447925567626953
103,18,0,2,8000,0.08886863258341506,0.375658491138559,0.5762279682592857,0.5514391124002984,0.5678146798746687,3.887986421585083
104,16,0,4,8000,0.09001597800881166,0.38295479674010435,0.4997123125065788,0.5724020432498025,0.45979837463358647,4.206339359283447
105,16,1,3,8000,0.0838244530755869,0.3677074438790453,0.5812577758430517,0.54597917043656,0.6266844978420552,3.204397439956665
106,12,0,8,8000,0.0880985201490444,0.3710482994415942,0.4905014736621855,0.5724708320574878,0.49539785275782044,4.335171461105347
107,16,1,3,8000,0.08965384173569568,0.368891426544556,0.5336995835469922,0.587017743310374,0.5270159290166134,3.3180363178253174
108,11,3,6,8000,0.09152528203321697,0.35655082420607487,0.48241041283538266,0.5184516776808011,0.5278027713156427,3.6858315467834473
109,16,0,4,8000,0.09079826805814535,0.3621979694266445,0.5111711348743484,0.5083174858398946,0.5078582279113033,3.028078556060791
110,18,1,1,8000,0.08923683060266878,0.36126836405787344,0.5298416342317991,0.6205542195546524,0.4835321477565844,3.368731737136841
111,11,0,9,8000,0.08875418627347298,0.3484943002104131,0.5624771575531368,0.5819606143672046,0.5316304975782373,6.009202480316162
112,9,2,9,8000,0.09290778630406742,0.34875582678127454,0.4842034560036662,0.5547393995494581,0.556304000749712,6.672016859054565
113,16,0,4,8000,0.08831066291952866,0.3476412509604685,0.5180650551839184,0.5222639844725354,0.4751600042608738,5.187640905380249
114,11,1,8,8000,0.09368883447097866,0.3420112423322751,0.5512156483270675,0.6237463691363336,0.4951257659997028,6.325987815856934
115,11,0,9,8000,0.08319693500884563,0.3310878659206892,0.5901398358198906,0.5154895888580201,0.5301062460786239,6.607540130615234
116,14,1,5,8000,0.09502011222386288,0.32904704742886454,0.552772213998053,0.5523559418629759,0.5505627596399684,5.638128280639648
117,16,1,3,8000,0.08840847383427809,0.32362046554048834,0.5221430234612066,0.5643975815288624,0.4437745831646113,5.6431498527526855
118,11,0,9,8000,0.08281680995235545,0.3223794158303091,0.5651384682706072,0.5818134373927403,0.5092188869862727,6.400339126586914
119,13,0,7,8000,0.08354274707589629,0.31287815019601045,0.5322154971331612,0.570210029330269,0.4977075741022574,5.419937610626221
120,15,0,5,8000,0.07887888483237189,0.3191567277669119,0.5772442383881211,0.584684400010803,0.466011497762874,5.827331066131592
121,9,1,10,8000,0.07935171363010333,0.3159853876066999,0.5557392312407246,0.5711352849101512,0.5006353707211909,6.048414707183838
122,16,0,4,8000,0.07790495090194645,0.3194609157734979,0.4860051809783222,0.5374827955785118,0.4658619794190801,4.736632347106934
123,12,1,7,8000,0.08253712772112959,0.31716351069780846,0.531274028890939,0.5073846481844977,0.5517784609630705,5.314235210418701
124,9,3,8,8000,0.08416459194431333,0.31943526948503065,0.5741636996693549,0.49087981043965717,0.47958328833408126,5.854925632476807
125,16,1,3,8000,0.08296506160510532,0.32003486228983924,0.5377458750039616,0.5404843518998174,0.5227921403330151,4.0055763721466064
126,14,0,6,8000,0.08304152203356305,0.31045807085517874,0.5247049657080487,0.560803172674236,0.43541767019720795,6.117532014846802
127,14,1,5,8000,0.08608856024794927,0.31801892794033126,0.5335752072736467,0.5889100698938058,0.5246739009678162,5.54225492477417
128,11,0,9,8000,0.0828140180888409,0.30624279943937993,0.4976108878865049,0.5114618916658101,0.514496317258768,6.031242847442627
129,12,2,6,8000,0.08568131937286268,0.3131626674921487,0.610194288851978,0.5043345812515466,0.6272092525972222,7.602303504943848
130,11,1,8,8000,0.08622185782049165,0.31869338775182926,0.5608969080926286,0.5623789841318215,0.48746397781677103,6.524325370788574
131,16,1,3,8000,0.0853992614467049,0.3164374086153754,0.5718736949862463,0.5464588563160883,0.4945251648775403,4.637632369995117
132,10,1,9,8000,0.086635351682826,0.3067927625442219,0.5840169364407791,0.49526293352665746,0.5120190274184342,4.229343414306641
133,14,0,6,8000,0.0794180969160846,0.30575119293301795,0.5273451799089524,0.571658874283614,0.5253057769384936,4.251183986663818
134,12,0,8,8000,0.08178740723022723,0.3095182811727992,0.5434614611287233,0.5877325130424,0.5518648885647445,4.501680612564087
135,11,3,6,8000,0.08280605650720863,0.30701497113148996,0.539956555832914,0.5331473856947924,0.46080677990306895,4.853501319885254
136,13,0,7,8000,0.08578252988629909,0.3131925717113305,0.5163540023166936,0.5840269265299434,0.5499760173398389,3.8259828090667725
137,13,0,7,8000,0.08245625789809487,0.30740263754889346,0.5333599482890651,0.5052934821789595,0.5794645741659655,4.73285436630249
138,14,0,6,8000,0.07897849329767337,0.3082404901105577,0.5680878247318456,0.5931801469080211,0.49005977761125186,5.2880799770355225
139,12,1,7,8000,0.08113773660870552,0.3076330114811236,0.5464746754654219,0.5441941298425919,0.4655009808937423,7.4432053565979
140,10,1,9,8000,0.07884609308863877,0.31074728371779775,0.5255696025654251,0.5693974670808959,0.5466258982587802,4.442554712295532
141,11,3,6,8000,0.08265910686774124,0.30092799217362776,0.5231116907403306,0.5062621090012557,0.5583260460319978,4.200064659118652
142,13,2,5,8000,0.08630192480098736,0.31401550156164515,0.5485379366180387,0.5843939483654224,0.5125422819546097,4.49855375289917
143,11,1,8,8000,0.0887045994850403,0.3150323029159697,0.5749818633731507,0.5675236544647289,0.5479224584113732,5.093976259231567
144,11,0,9,8000,0.08608655315421472,0.31431201980597867,0.5449101014426624,0.5441684752922488,0.5081414430713608,5.169626951217651
145,11,0,9,8000,0.08385470144029328,0.3163545811307386,0.521976609785545,0.5593495327701784,0.5740141931625675,5.833930492401123
146,14,0,6,8000,0.07994033484185824,0.31467138217587187,0.5091023652563338,0.5465266339780256,0.5053539852519954,5.119717121124268
147,8,1,11,8000,0.08338067539966194,0.3192191089782381,0.5074798537775578,0.5453096963202738,0.5295519663318451,5.790950775146484
148,6,2,12,8000,0.08683559526054292,0.31880607850052867,0.5789953737343247,0.5684724433175699,0.6219099856563512,7.07848048210144
149,10,0,10,8000,0.09070943979684377,0.32499562796249254,0.5534383039036164,0.5629923719271875,0.5699610056881705,6.136200666427612
150,12,4,4,8000,0.08707097497404521,0.3187511602869624,0.5255562703618558,0.5489832703482433,0.556635589299759,3.9147698879241943
151,9,1,10,8000,0.08577955946079356,0.31552759390272417,0.5692534676146569,0.566418745755544,0.46011378152144283,4.835326194763184
152,8,1,11,8000,0.08845363262979895,0.32445408268436104,0.4940976902447984,0.5221143765108458,0.6213274497116202,4.596198797225952
153,12,1,7,8000,0.0862081579606594,0.3238352387754483,0.5921120190275051,0.6003489355301076,0.5193128761918713,3.933441400527954
154,8,2,10,8000,0.08290314401663597,0.3271223057230984,0.5593516890894641,0.5948555616530184,0.5115956319784788,5.369266986846924
155,8,0,12,8000,0.07461984594777371,0.32046739150369064,0.5624184256986113,0.61712604329645,0.5625713071394828,5.230414628982544
156,9,0,11,8000,0.07205345055236485,0.31304296733299913,0.5514643922629852,0.5185994992859478,0.5475264275411658,5.964094161987305
157,8,3,9,8000,0.08232287184367558,0.31928635718544285,0.6041691216013767,0.4848083487511383,0.5542613299442986,5.906236410140991
158,7,2,11,8000,0.07245279851459265,0.3099228070937831,0.5291281062401976,0.47957302621980574,0.4936592092853053,5.916014194488525
159,7,0,13,8000,0.07448040606704905,0.3039139627460414,0.5176859718882452,0.4863902102481762,0.5367202973472648,5.940204858779907
160,9,4,7,8000,0.09324151320987752,0.30591597498801076,0.4940417963770198,0.5449097835464497,0.5724227679753191,5.695119142532349
161,7,3,10,8000,0.08894499903382964,0.29680472912222644,0.6427421443680116,0.6202819357490108,0.6098165783500099,6.650588750839233
162,7,3,10,8000,0.08056643201435733,0.2992055465431429,0.557357192622452,0.5887219330880955,0.5379845074893886,4.952584266662598
163,7,0,13,8000,0.07508392344949537,0.2776411870095024,0.5350903163295974,0.5761379024334545,0.546822996120523,7.1517815589904785
164,8,2,10,8000,0.0841157588347891,0.28204075776641585,0.5745911095456646,0.5552692258613109,0.5608838185203341,6.493971347808838
165,10,1,9,8000,0.07807462961184337,0.27384018323334913,0.5906412209741966,0.4918628158199955,0.5713154300736776,6.0386598110198975
166,7,1,12,8000,0.07899214525453821,0.26948455871821597,0.5460295388138683,0.5494513940351131,0.6128822135871922,6.21085786819458
167,6,0,14,8000,0.07447844746536211,0.2578209323932326,0.5581333907452449,0.5444721526021172,0.4883214761008757,6.4651501178741455
168,4,1,15,8000,0.06798107357744719,0.24917548801529774,0.5310848511266869,0.5664385477885778,0.5648759974614046,7.974233388900757
169,11,0,9,8000,0.06754971956850166,0.23931600052022822,0.5833804163561758,0.5796803318666566,0.5208549102591894,8.78248143196106
170,5,1,14,8000,0.06349535631318959,0.2342418034187988,0.6162938434538104,0.6105714226674941,0.5166074814932364,6.754359245300293
171,5,2,13,8000,0.06514237675677044,0.22506624253718294,0.5931257510620163,0.5810767615935178,0.5610962678955159,6.629476308822632
172,11,0,9,8000,0.0634929686121758,0.22392554067687764,0.6008695990784867,0.5392140582150339,0.6058122845852523,5.971131086349487
173,9,3,8,8000,0.06526178387874529,0.2234731898255194,0.5749522730707575,0.5885515564081485,0.6358455206709837,7.399654388427734
174,13,1,6,8000,0.06656486062680574,0.22755037065508887,0.5937233733307137,0.5463402720027609,0.5050302879405448,4.508814096450806
175,11,0,9,8000,0.0660551663908438,0.22034857758289114,0.6024229378230375,0.6492773800483934,0.5750500707807629,6.190453290939331
176,10,1,9,8000,0.06780098106424927,0.2226723188869035,0.5524888283643103,0.5829928161909639,0.5832044811167998,5.79754376411438
177,8,0,12,8000,0.049057656802073975,0.2111617881458797,0.5498858376872029,0.5494312596348969,0.5846149890501724,6.478722810745239
178,10,1,9,8000,0.05136468622755303,0.21313161774371153,0.6002123209238002,0.5585243335222561,0.5545306277009762,5.877717971801758
179,10,1,9,8000,0.04495109941898395,0.20501699777659912,0.6195714359789276,0.5881655969477984,0.5698830364718911,5.56596827507019
180,14,0,6,8000,0.04738640358415527,0.21007760946598408,0.5681244777938611,0.554970745730244,0.6378697726255684,5.88025689125061
181,11,0,9,8000,0.047182591945518056,0.2007691322627112,0.5883604890584904,0.6065822099128915,0.5207220867555604,5.612958908081055
182,15,1,4,8000,0.046093615083033945,0.2001440352040635,0.6166596104941364,0.572642237040889,0.6168243305129782,5.146850347518921
183,13,0,7,8000,0.04581121264598998,0.19422928243321666,0.5623961644467987,0.625762038075533,0.5812281456970615,4.769133567810059
184,11,0,9,8000,0.045818108918123955,0.1972343871950067,0.5638842828597033,0.5787471413524183,0.5854147269436349,6.051525592803955
185,12,0,8,8000,0.04311766173654499,0.1910805954917795,0.5703325505506517,0.5944566962500248,0.5521065980535363,4.686355352401733
186,9,0,11,8000,0.04605210732550334,0.19131006811625162,0.533658970407166,0.6471689705614917,0.5983403448082751,6.907758951187134
187,12,1,7,8000,0.04457738241042805,0.18932531159322927,0.5542736980603877,0.5648321496113191,0.5738562390502913,5.540735721588135
188,9,3,8,8000,0.046159690282098584,0.1877897351425985,0.5888325317591371,0.5594682291183781,0.5767063874047965,5.004209041595459
189,12,2,6,8000,0.051388800141353226,0.19994743402032533,0.5795774074566121,0.5542962566781496,0.6337822474207108,4.053302526473999
190,12,0,8,8000,0.04852110282794706,0.19557611073475453,0.5888627424650906,0.5724878138756749,0.5976906728381401,6.1078269481658936
191,8,2,10,8000,0.050133015369581445,0.19756152966416576,0.5259189425397487,0.5652979401257433,0.5129726946727824,6.365900039672852
192,9,0,11,8000,0.04701619967385464,0.19765057238393144,0.5665166249874694,0.6290160201570856,0.5059922403789815,6.3504838943481445
193,13,1,6,8000,0.04543263566438211,0.19498668984238327,0.5644292904267517,0.5618405945053314,0.5918621033062249,4.7330076694488525
194,6,2,12,8000,0.049344635574852865,0.19260510904744788,0.5652766085247174,0.569818397173072,0.597032603994699,7.6541900634765625
195,10,0,10,8000,0.04460476360301346,0.18373333770834113,0.5768686319999682,0.5679951176938153,0.5774881836669643,6.324684143066406
196,10,1,9,8000,0.054408930236122165,0.19973812280289577,0.57340965705875,0.5533934756416193,0.5472855009239639,6.370837211608887
197,8,1,11,8000,0.04899424523862688,0.1940617317864414,0.5401811798749999,0.638512842599639,0.5529844425584054,6.1304380893707275
198,10,1,9,8000,0.05030496503128446,0.1975178619086885,0.5729139546228873,0.6203114194522898,0.6075162740618363,6.364078044891357
199,14,0,6,8000,0.05428331731710906,0.19480849086135932,0.5709929448106226,0.5505806728761833,0.6246418247602852,3.954514980316162
200,11,0,9,8000,0.05266506959532257,0.195644698404224,0.5594024660020348,0.5880671857767354,0.5374659552388849,5.721060752868652
201,14,2,4,8000,0.0512368540078092,0.2011864205819582,0.5694791444014657,0.5719389390376842,0.5203463223424001,3.772653579711914
202,9,2,9,8000,0.052162720189742474,0.1897562258378928,0.6006870671356701,0.529163547606213,0.5590420186355366,5.049634695053101
203,9,4,7,8000,0.05756533925507263,0.19648781894418788,0.5770639482831671,0.5086787542622853,0.520185272259025,4.250043630599976
204,12,1,7,8000,0.059598503932485974,0.19535089131195868,0.5564917143837922,0.5263510424263476,0.5488798500230317,5.2454915046691895
205,17,0,3,8000,0.06011032604387478,0.20356286200615004,0.5394380914442206,0.6358779572828004,0.4728806803634319,3.7855074405670166
206,10,2,8,8000,0.05966728031734014,0.19501120424161575,0.5874261223415042,0.592209885146303,0.5487673592822686,5.491231918334961
207,10,1,9,8000,0.06242847182722288,0.19998707555902762,0.5879272147067476,0.5843167072112914,0.634254174970936,5.0863237380981445
208,12,1,7,8000,0.06442723100240541,0.2014831453525084,0.6201703979729424,0.5761934232578805,0.5903874893560781,5.604142904281616
209,11,0,9,8000,0.060073741720260025,0.19711589492752873,0.630901957670332,0.6301719200457536,0.6330780542500589,5.455080986022949
210,13,2,5,8000,0.061479829000690274,0.1984832387085802,0.6168632588015236,0.6419925343970234,0.4957139740212731,4.354964733123779
211,11,1,8,8000,0.06503415640572886,0.19740785679312933,0.5770575129608194,0.5859980526006667,0.5384927189185486,5.0108044147491455
212,14,1,5,8000,0.06408922607130949,0.2013216425101017,0.5396496108060208,0.6621506442261672,0.6035091300292473,5.395505666732788
213,9,1,10,8000,0.06250105766096534,0.20191076174533443,0.5640893017327051,0.6857302491746904,0.6003176180542983,5.465994358062744
214,11,1,8,8000,0.06542935863631137,0.1983085260392021,0.590078142482437,0.6045404221109356,0.6450176291765316,5.325351715087891
215,11,1,8,8000,0.06381055568946344,0.20248312308396296,0.6422406890783898,0.5963063051163423,0.5835829021403857,4.88573431968689
216,13,2,5,8000,0.0672455595560797,0.202034043017011,0.5696514327998167,0.6052924715243556,0.5770045942193874,4.464274644851685
217,17,1,2,8000,0.06693019355097603,0.2052667457326678,0.6400405117904393,0.559317650458516,0.5860645723089386,2.6255712509155273
